Name,ID,latitude,longitude
All Souls Catholic Church Gazebo,4b429ff8bc064b0fb983e9088d8367bc.16,28.812387,-81.305141
All Sports Mural,26202806d4334a8dbd0124788b50c6e3.16,28.452796,-81.477978
Allure Fountain,639651b342fe418a81ff27ddf4cd03c9.16,28.443694,-81.472168
Altamonte Fire Mural,076632a0a01b4b2fa2b7f16a696fc2c4.16,28.681148,-81.418201
Altamonte Mall Fountain,3213b5de7afb4a02af09dc05ec1c4728.16,28.666762,-81.377333
Altamonte Springs Historic Marker,178cf6af98d448dd8e22592b2765a1b6.16,28.667502,-81.381961
Altamonte Springs Water Tower,790a9316221c4789bfece34ea4ed911b.16,28.667271,-81.389307
American Dream Mural  ,96e26510e93540b6b2879daf07afc7af.16,28.24581,-81.292181
American Eagle Holding Mic,8c0894c1f1a84b20948dee5dff29f897.16,28.421698,-81.408461
American Legion Memorial,66002019116f4d90b784309c245b69ed.16,28.290205,-81.404927
American Legion Post 127,d186c56bb99a4586acf1172304521141.16,28.977759,-81.231928
American Legion Post 259,935778062f7e4567a74725a599fa2d43.16,28.898878,-81.282456
American Legion Post 53,154318eb6cdf4fb99d7cafbf35656898.16,28.775265,-81.265284
American Legion Post No. 19,d0c84859888f461a9927a2e407b64485.16,28.600687,-81.412649
American Nudist Research Library,3ef91a5eac214c038da677ea47371445.12,28.156094,-81.436258
Amish Family with Cowboys Mural,4f37fa0af45e471f8fb820ebc56b6369.16,29.031613,-81.303299
Amtrak Auto Train,14ce41073a8f4ec0afcc54f969bb015f.16,28.808599,-81.291583
Amway Center,69b385f5cfe64ac0a89d2930f9b1ef83.16,28.538723,-81.383211
Amway Orlando Sign,ae63e13bb2754ce3aaa581787b4b26e1.11,28.540042,-81.384792
Andover Cay Water Burst 1,3e13e47250184dc085a101059fdcfaa9.16,28.510024,-81.216569
Andover Lakes Fountain ,198c613dfd434a839bd9c650de4170d0.16,28.509873,-81.238886
Angel Light Post,4082e924fdf94862a36980e2543c0d16.16,28.514533,-81.376576
Animals Sculptures ,de529bb1b3094b3cbcc2e995a41dec63.16,28.338381,-81.593999
Animals,554719a4875f410b897eec8810fec41d.16,28.494851,-81.435167
Anthem College,de71dee0d50148b7abae0e8a26b31279.16,28.559138,-81.336746
Anthem Fountain 1,29ddd10b1d1442e7a8479556d196fba3.16,28.239487,-81.321955
Anthony J. Nicholson Dedication,5f5fb5522b204262b6d71c178eb914ed.16,28.603523,-81.202969
Anthony's Pizza UCF Wall Mural,6fa07a3eb3e74e54ac0c450cece8fa9d.16,28.596448,-81.211265
Antioch Church,29ae5433409c4ffb9029b705745feb81.16,29.013775,-81.307206
Antiques Village Gargoyles,b8c8c6fe6309426d8da65a07bdb190de.16,28.799933,-81.636781
Apatosaurus Dino-Rama,f1cfffc458eb4f38bd9d739dbbe4ff9a.16,28.356844,-81.58808
Apopka Community Center VFW Post 10147,8bb0af54789042baaae8a130b8611084.16,28.671666,-81.511261
Apopka Community Garden,70e8642e43524b6f9e03d782af8e0206.16,28.666907,-81.509313
Apopka Episcopal Church of the Holy Spirit,5e30263dc2b04d16b93c626ad141c0bb.16,28.670232,-81.505017
Apopka Pentecostals Church Fountain,f25c4c2b003b4785a1b95dce713724fa.16,28.657662,-81.475638
Apopka Recreation Area,fae4e4f89e35487eabf59fec4c363053.16,28.733466,-81.540064
Arbor Circle Gazebo,8caee0d3230948779a84852c1f304a74.16,28.32263,-81.537636
Arbor Ridge S/D Passive Park,03024de554a943bcb94482e775d5c56d.16,28.715146,-81.545686
Arbors and Eyebrows Central Fountain,b0f0041f606d49a7900d0333b26508f1.16,28.799888,-81.646174
Arium Barber Park Sports Court,1b34f0fdba97432facee2891e8f42149.16,28.504513,-81.316564
Armed Forces Memorial Gazebo,92ac1da01d7c42d08e12fc449c7ea3ec.16,28.401261,-81.59195
Art Fountain,4f8b8d3772a840fb90c6b690641a0906.16,28.635377,-81.393639
Art Mural on Gift Shop,ad8d32eebaf548a894957018c7e15d9a.16,28.346392,-81.630728
Art Relatively Speaking Utility Box,305affe6d4684082901887a2943ad695.16,28.54774,-81.360164
Art at East Coast Wings,d58988402fa54ca097fb9bd48d7ec28d.16,28.536888,-81.208636
Art of Animation Lion King Suit,4c8d5939b41c4191ac56fa850276f3a4.16,28.351765,-81.547681
Artegon Marketplace Rope Course,803f1261ebe64bf1a65f16f4aa1553f9.16,28.468498,-81.447709
Asbury United Methodist Church,127d432de5eb497e9f77c027c4e1a186.16,28.62678,-81.365821
Ashton Chase Clubhouse Fountain,7821c4ea3a4e46d19a985f2f16d7fd1a.16,28.374233,-81.684483
Ashton Fountain,41ec4aa6e9884a0c8301f15f2da950ff.16,28.561893,-81.204955
Astatula Post Office,1647a0c6467e422c87d07da0bdeef324.12,28.720512,-81.733406
Astrogenesis II,fc2d078f154a418bbb1fa552c3dc680e.16,28.540228,-81.378841
Atlanta Olympic Pool,2744dac4e6a14842be00411bd8da5825.16,28.557201,-81.371245
Atlantic Dance,6a092dffde084303b3914fff6437e5ad.11,28.3676,-81.557834
Attack Boat at Fleet Reserve 147,becc74cfe082495a97cb79219b303ba0.16,28.811588,-81.302669
Audubon Park Winter Springs,870b26c595bf4df686f7039306ef12ac.16,28.702703,-81.313254
Audubon Park,5a334764d37c4549b39f10a1faa3248d.16,28.567986,-81.34617
Austin Coffee and Film,b32294dd3c3c4ba9b385353c1bce3e87.16,28.593153,-81.361395
Autism Society Of Greater Orlando,68de1ed320874f3bb42737758d69a8a8.16,28.449918,-81.399088
Auto Train Park,8b2e41f250de45fa97ef4ff30cbdc326.16,28.809256,-81.292102
Autumn Oaks Loop Fountain,8c7062b83f7c43078c1b0c098b726ba2.16,28.560687,-81.597691
Avalon Church,24e6d08de79f4a9194bb252f689f0e25.16,28.512011,-81.150842
Avalon Dog Park,6407e058ccc54e3c9fe1922c27cc8ce0.11,28.514206,-81.152816
Avalon Lakes Playground ,82c8aadf10dd42e394ac3e4d492b08d1.16,28.533055,-81.154478
Avalon Park Entrance Fountain,3527c16ad12e467e845b408abee7ac94.16,28.504762,-81.160153
Avalon Park South Fountain,4f24c85fdd15434da2e0105e9cfdffef.16,28.501003,-81.157807
Aviation Art,0ec8a8b2722840d8ae3b9a3b4f92a175.16,28.456182,-81.30525
Aviation Institute of Maintenance,8252fc074ca54e60b05b9413bc5c6108.16,28.680682,-81.334654
Azalea Park Baptist Church,f42b94be73ad46bb89772a6d8053b15d.16,28.54595,-81.309524
Azalea Park Methodist Church,5b45cc566b4040a09e603603f7e18b27.16,28.543709,-81.306368
Azalea Park,06f549b77bd04e2892b8f6d2a7fa24f4.16,28.547875,-81.756513
B Hotel Fountain,280583db395046988c12e8616d6e7793.16,28.376915,-81.507093
BJ 's Farmers ,cf4e3be47c934f349ee732b6b354d594.16,28.375329,-81.501992
BJ's Brewery Mural,ea954ecdfcc640458e2fc7b7439e75bf.16,28.448718,-81.470681
BJ's Mural,a609af3a681c4d6facc47016491c0c77.16,28.488719,-81.428336
BPOE Elks Lodge Statue,18fcf3ef34f040abb3f8b2a24ffecaad.16,28.542647,-81.347855
Baby Under the Tree Statue,5c63ef03e72e4eb0ac4e7fbf8a8caaf0.16,28.248531,-81.261394
Bahama Bay Falls,43a755efa8554489985742ba1f42aad6.16,28.321357,-81.658605
Bahia Shrine,056dca0748354c38bbe8c5353c475f7f.16,28.632519,-81.409797
Bakery Mural,abae37f3df7a4ff8926e3c6d1f5323b6.16,28.401367,-81.406097
Baldwin Park War Memorial Park Gazebo ,231b0ad100884c5ea35c9a37896744a9.16,28.578101,-81.324183
Bank First Clock Tower,d806688693b14df9bfea73e3058ace8e.16,28.547352,-81.739422
Bank of America Globe 1,c07827da8bb54106bba740f2f67aa140.16,28.547082,-81.379256
Bank of America Statue,c5416c66cd2d499a932c93b950870f88.16,28.663425,-81.376087
Bankfirst Clock,38b3fe3827da4921a5d30ee8c9aff7ae.16,28.551409,-81.578891
Bao an Buddhist Center,6b09b4c038cc4a6395936cae67c39d70.16,28.61536,-81.499485
Baptist Church,7424acac7bf44934a6c761d8d3bd22a8.16,28.247079,-81.264179
Barber Mizell Feud,bb9ca459041846a68fdf3ce638bdde69.16,28.496152,-81.319528
Barber Park Fountain,a241e6cabc1c470984c3ec0f95fc1517.16,28.496033,-81.319701
Barber's Mural,54dc83a1173042b3a8307dd845ea9143.16,28.801214,-81.25531
Bargain World Space Ship,f69f67606a02455eb35d3737216e7182.11,28.458637,-81.468959
Bargain World,492d60ff05a04368b4ca110befe592c3.16,28.38683,-81.506778
Barnett Park Fountain,37cc8f7a4025429e9693bca4ceced301.16,28.561578,-81.442557
Barnett Park,f239d62ed2c249eb959008a17d1c766a.16,28.552785,-81.441031
Barrington Dog Walk Area,e9267a55c3fe4524a8264e8d4daea256.16,28.663514,-81.437489
Barry University - UCF Campus,924f99e1c95e40819027fb875f3f1c55.16,28.572783,-81.208161
Barry University School of Law,eb8d12ac9bf14fadb633c2158ea96329.16,28.566955,-81.301271
Bay Ridge Rocky Fountain,7f506a9607e04142bf5656e2bf29f3d9.16,28.697521,-81.362088
Bay Street Baptist Church,ccc7fefa022d43a8979ab09177a5ce80.16,28.889734,-81.687861
Bay Street Players Historic State Theatre,1a74adeaa75a48c585f54d2d31408934.16,28.853842,-81.685559
Bbq and Picnic Pavilion ,75d67ce1be6a45369c8a08bc95b31c51.16,28.358335,-81.536887
Beach Bums!,ef8def6855e143d58fcc93fb052c277c.16,28.852227,-81.68587
Beach Club Little Mermaid Statue,ccae5a12c19345dcaf60346c7cea590a.16,28.371461,-81.555779
Beach Volleyball ,010dd554cd4b4e5d8019527189f2ea6e.16,28.403995,-81.557639
Beacon Lighthouse,d1e4726285ee4921a9b36faf6f805821.16,28.820873,-81.773714
Bear Lake United Methodist Church,8f15cb616ba146bbabf34e3578c369d2.16,28.664905,-81.44435
Beauchamp Park,4c69e9db65b14faa92a9b141e11c8d16.16,28.300937,-81.42463
Bell Tower 37 Caribbean Beach,3208fbc2c72e4f8fb08fdeee8e54bc38.16,28.35738,-81.542298
Bell Tower 42 Caribbean Beach,38c85cbac65a4d5d9fc315f0530dbb9b.16,28.361004,-81.544248
Bent Pine Fountain 2,0fc040f7f8e5409e8f1b41f3b9630e32.16,28.472756,-81.304114
Bent Pine Water Burst 3,a855c93b58204aa28404e7e31ffd282d.16,28.473138,-81.304516
Bent Pine Water Burst,e6a46165a4924aaa983ec6f0d336ba34.16,28.475115,-81.309686
Bento Fountain,a59d2c82035344b6971d32950fc0b690.16,28.451099,-81.479432
Berkshire Club Playground,e7231de6e5694d6595e89ce166fea602.16,28.381562,-81.407857
Best Friends Pet Care,873ed849babb49cf8fc3d569fa032d8f.16,28.385838,-81.54037
Bethel Baptist Church,c720a359657a4e0e8b95a47eb21f5caf.16,28.512028,-81.289371
Bethlehem Missionary Baptist Church,9e6e2d40229c4da08a82eb101f2d9dfa.16,28.567487,-81.574445
Big Catfish at a Catfish Place,6532c925690942588b37a86156a05517.16,28.246176,-81.295515
Big Clock in Winter Park,aeeef75a876245e38699e7ec5627cf22.16,28.589361,-81.360754
Big Cross,c96b71a760d64d169e1f68661462c5c5.16,28.649059,-81.462758
Big Cross,d03b2bd1e7a94a42aeaac3b70ae286d0.16,28.61862,-81.368392
Big Foot at Lukas Nursery,a7f560de41dd485b967828c3b7566bdd.16,28.647617,-81.232293
Big Metal Palm Trees,92511259ca80463db56968102cbc0d1d.16,28.420029,-81.404181
Big Thunder Mountain,a7062a48326d4afda63e0736d0628417.16,28.419971,-81.584698
Big Tree Park,0e7ca3f02e3d46738557b834b8e429eb.16,28.721526,-81.331554
Big Tree,e0c9e03081ba4246a07d7e7186959734.16,28.718901,-81.331136
Bill Frederick Park,92b2c988198f40a89c1be98001108786.16,28.506611,-81.484767
Bill Page Score Board.,2e515f38149d406ab195c08869bc6414.16,29.022489,-81.29955
Bimini Bay Fountain,de58718118094e3cb3f776232d1951c9.16,28.333704,-81.673933
Birds of ONP,9e467b56dea84aa797043fc0ef60ff95.16,28.55639,-81.641055
Bithlo Baptist Church,91ef1187c3b544bf888c766d589d80bf.16,28.556714,-81.112185
Bithlo Park,8ca81d9797964f42896cada856ece467.16,28.558492,-81.103463
Black Cat,e61a291dde5e4f5ebaa79b4f992117cd.16,28.543219,-81.607509
Black Falcon Statue 1880,33c84bd701ae4603affa931b294ce936.16,28.936555,-81.30505
Black Hammock Trail Fork,9ceb159e0d844f3d8906789971660120.16,28.685324,-81.232856
Black Hammock Trailhead,661446bec786456aadac575fc8c3789d.16,28.689746,-81.230219
Black Hammock Trailhead,c2524f27c9bf4cfab156634dcde2c612.16,28.68823,-81.23047
Black Lake Park Gazebo,933f00b2faaf4f6ab0590287bd32d4fb.16,28.532166,-81.591832
Blessed Sacrament Catholic Church,c2cecd4a0beb454f87aa3754c8993703.16,28.55407,-81.776521
Blessed Trinity Church,ed39f914df9948a7bf44b23fcac00672.16,28.728001,-81.319501
Blessed Trinity,15f7db95b2cb4594972f3f4fe2c2ae35.16,28.503431,-81.327863
Bloodhound Brew Lighted Plaque,5f29c9efff8e4012bec46ccefd762a52.16,28.494373,-81.460248
Blue Genie Wall Mural,e6570089eaac47e7826a172239ddc9c3.16,28.433757,-81.256278
Blue Horizons Performing Area,a0d18d96d04349ea8d2a4c09dbf06f95.16,28.413259,-81.46044
Blue Jacket Fountain,9cf3475e234a4e3184ea497405cf2b81.16,28.577159,-81.338794
Blue Jacket Memorial Plaque,cbb75402ab7247d591c7c724035ce554.11,28.576211,-81.339559
Blue Jacket Park,55b444cf544d44f88e40423e3076e850.16,28.574192,-81.339692
Blue Parrot,db6a15e3400c435d808ca7332cf06e0a.16,28.941865,-81.928487
Blue Spring Boardwalk Patio,9555e5366f964e0ba2c9d4bb1c21000c.16,28.947924,-81.339626
Blue Spring State Park,eaff38cec1e64df2843cffda25d7ac3f.16,28.952157,-81.333676
Blue Springs Trailhead,a5a3f6c3c54447a88f713597343fbb37.16,28.945251,-81.338704
BlueGreen Fountain,3d0cc4685c3a43d2a70ba62af137a67d.16,28.389111,-81.476261
Blues Brothers,4a709089979f4449922ca055d566fde6.16,28.482139,-81.454692
Boardwalk Bowl,badc30d5f5fa453ca22063ef3d550ca4.11,28.570834,-81.22941
Boat Tree,2be30b6242b949a5b3be2da152f0e036.16,28.508737,-81.406561
Boating Mural,755760277962418ea83cefb85b6fb774.16,28.672021,-81.337324
Boatworks,f93fbd4117864d50832e7dd35b175759.16,28.366228,-81.53026
Bob Marley Statue ,0c507e5090574058805a6357dafaca90.16,28.472899,-81.465133
Boba Tea Dragon Mural,1d0c68a6128d4de29b79d80cc4f3c41a.16,28.552134,-81.343115
Bobby Manley Football Field,64650ca997d3497699709e12703d975f.16,28.741215,-81.54384
Bodies By Mahmood,edc304ab1f8744c0bef7f3cddad7dfec.16,28.556622,-81.379702
Bonita Fountains Fountain,d5cf063d630343daa1289074176ca8d0.16,28.473524,-81.420041
Bonnet Creek Fountain,3fac913b0d874bc9bd48263863f2acdf.16,28.369236,-81.540883
Boonie Falls Southern Most on Florida Trail,41e4bdff06414719bb0a5facac60cca0.16,28.668492,-81.170326
Boots and Hat Art,65a94a0f0dec4cee97ab79cfab2b2e96.16,28.467309,-81.448646
Boots the Monkey Statue,5e85ca584f6640bfae2e8d51613eadf8.16,28.357198,-81.511322
Bourlay Family Home,d421b2f600a042a7babeec300e0a8d98.16,28.822118,-81.872087
Bourlay Historic Nature Park Entrance,107ab2d26a614b0cad6642388a2bac8f.16,28.818697,-81.873282
Bowl,c5653264e98341898f7431f849774f4b.16,28.669396,-81.201667
Bowling Alley Water Tower ,537873b9d2fc48e4b12c09b18fb3c269.16,28.47698,-81.286347
Bowling Pins Rainbow Wall,5c4f7014288a43a6932413e3ffd6d5dc.16,28.555682,-81.582831
Boy Scouts Of America,73b16bf85dbd4190870ddfe226f82938.16,28.541748,-81.404993
Boys Grabbing Fruit Statue,b55f9c7a60e840cfa674febb1d67f906.16,28.545676,-81.222056
Braddock Oak Park,a421aa78090f40c38a7060da945c80c4.16,28.353303,-81.450882
Bradford Cove Pool and Tennis Courts,3b734b19b5be4f8b8dd5dbfa92614367.16,28.595126,-81.281965
Brazas Chicken Mural,ef4b409f86cb4c3eb0b4c6144a188b37.16,28.493993,-81.372894
Bread of Life Christian Church ,51d92f1ed91948fd8735856649e1a7e7.16,28.648498,-81.247194
Break Point Bowling Lanes,853bb8db57ae46d193210b702a850da5.16,28.819726,-81.707535
Bright House Networks Fountain,5a9db1639e38445dbee8cf507f964d25.16,28.625068,-81.389233
Brighton Lakes Water Burst 1,1552da14979a406c892d092b9c365d0b.16,28.227516,-81.449063
Broadway Music Academy,5f6d5230d93f48fe8454b81b204d3bbd.16,28.656553,-81.198242
Bronze Mickey Mouse Statue Embassy Suites Orlando's South Convention Center,8c5016903baa4a848efad147c605c705.16,28.438249,-81.472938
Bronzed Goofy,6362becc92a246a2b32f0cbd4f06e7c6.16,28.416805,-81.580848
Brownwood Grain Elevator,d646b89c746f480f945053de6e1a26ec.16,28.847543,-82.020568
Bubbalou's,8e0e13845067490089560fa4eabbfd71.11,28.663565,-81.355369
Bubble Mural Wall,3c34802445054c4784252ad97dbf3ea5.16,28.659802,-81.419752
Bubbling Fountain,87a7355c12ef402fb88000675e3f84d6.16,28.362258,-81.59277
Buddha with Light,6ceee58261b44f88acc560101c28a620.16,28.494373,-81.428957
Buddhist Temple,616e29b63ecf450ea90c34785b2c4ce7.16,28.3165,-81.463365
Buena Vista Palace Fountain,4cc3f0183c034501a8cbcf158b80d80d.16,28.376097,-81.515731
Buenaventura Branch Library,c9d9187086904c1bae2f63f5d134abe5.12,28.330709,-81.351493
Bull at Sante Fe Restaurant,4c00020d0a3444c3a127711ba93dd6f2.16,28.363798,-81.680128
Bullet Eye,f62413f5ff3244519e864e9ee1952782.16,28.661024,-81.402457
Burger U,2ee34706f62e415d97588884b60247f1.16,28.607111,-81.196586
Butler Bay Pavilion 2,2e44ae6af03b430e88588d61af0835b1.16,28.505912,-81.552407
Butterfly Art,a894c4221892478fb6a22c458bd4d212.16,28.222941,-81.644686
Butterfly Bench,9af251b15fb946b4ba7480a4c1a0ca12.16,28.202457,-81.148871
Butterfly Bench,ad86a02dcec84d289d379cc3c82678a6.16,28.195986,-81.150008
Butterfly Garden Plaque,a41bc0553c884284bd096bbf3b981e13.16,28.401612,-81.429738
Butterfly Garden,5b9f1c2f639b4839be7bd34b90107131.16,28.709679,-81.275228
CFE Arena,b8061b132a6147bfbb89ab84ad970e8b.16,28.606817,-81.197632
Cabana Bay Resort Sign,9615f7d89a8642e9aac135b540244621.16,28.465666,-81.473152
Cady Way Park Marker,24eed846f0aa463d9830eb064f550416.16,28.595879,-81.317093
Cady Way Trail,bcdfff0b65254126b3ab411d5dd39188.16,28.611244,-81.279221
Caesar's Wall Sculpture,269a5f3d8b0744b1b523dcc4a59eec12.16,28.553725,-81.338922
Cafe DaVinci,9f7009449dbf4a0e9d458e1eb7a84801.16,29.027133,-81.304192
Calabay Park Gazebo,324c99327c84454fbbb78b1481000b86.16,28.352268,-81.429093
Calabria,9240e9412d724c788933d682f5c5409f.16,28.332313,-81.648838
Calming The Storm,d75db0cf18834b37a3fe06c4e7548553.16,28.576781,-81.373721
Calvary Baptist Church,28d489e50478428da640b0a0eb797b5b.16,28.556662,-81.582879
Calvary Chapel,783abe66f4fd4fd6a1260cae6acfa75d.16,28.989727,-81.300198
Camelot,a06c8c3f29d848d2adda54f79ed33c1d.16,28.482116,-81.371331
Camp Gilead Welcome Sign and Activities,6d58951856f84cf5867b48f73df7af95.16,28.173403,-81.806499
Campo Mural,5b4726bfe4294d5aaa5fc80abaa9dc8f.16,28.47279,-81.416487
Cannon de Spanish Springs ,c3068fea87eb4e4b80dbec00c5594098.16,28.942515,-81.947911
Canterclub Water Fountain ,f93cd5f655e44f898527f28ac0f40574.16,28.688592,-81.459317
Capehart Park  ,700d0dd72232493d98755a9902eb1c7e.16,28.535569,-81.290495
Capehart Park Butterfly Sculpture ,1a5c1d0dbc564adcb7624b9f754f72da.16,28.534706,-81.290157
Capone's,874073559cb242de84918440efc670c9.16,28.324256,-81.471343
Captain Land Memorial Mural,cc40b63384c44a98907f7829e2248854.16,29.044261,-81.303676
Car Bar Double Decker,a35225e962d24b09a0975268381b3349.16,28.499259,-81.376321
Caribbean Beach Fountain,6221bdfca8334a269eb9a1b8931c0274.16,28.362906,-81.542333
Caribe Royale,919e9f2597844af9a4e4c12b1438e4b9.16,28.357505,-81.492946
Carillon Bells,b210bba6cadc4cfcbd1ec80220497e7b.11,28.612365,-81.191936
Carillon Suburb,3b078c441e914b9a95c1e390b1cf489a.16,28.61539,-81.191152
Carley Fountain,f2be8487c2bd4864b9c834d1a1684d4b.16,28.580348,-81.198735
Carrington Park,5a02aa03b3d74f7aae6cf2de82933641.16,28.363498,-81.435041
Casa Feliz,4232badbec4942b6b145f4d50ede18d8.16,28.602916,-81.350851
Cascading Waterfall Fountain,686e05fa754746269af07839672dcaa7.16,28.564307,-81.330442
Casita 2 Fountain,f584857ec87b40a4af967349109082a5.16,28.362819,-81.574951
Casselberry Water Tower,9be918bffa0d446e80907458cb135856.16,28.617487,-81.309807
Cat Box,747e33ac03024bada7e916119efecc92.16,28.564138,-81.360394
Cat Sleeping On The Bookshelves,3f0048603fd04db79b5ff952b83577ff.16,29.050293,-81.303943
Cauley Lott Memorial Park,2287258a390c4188895af64e2a988ea8.16,28.811577,-81.636602
Cedar of Lebanon,1151a15caa0040088f2d56ff6e6eefbb.16,28.542583,-81.371195
Celebration Obelisk,a2cf7d83f04647f1b9787b6f2951d8d0.16,28.315176,-81.555483
Celebration Water Tower,1a9f0e205930464082c631850752832e.11,28.332112,-81.527378
Celebration Windmill,8c1ab265c13747278d1e595123075f07.16,28.323269,-81.541985
Celestial Church of Christ,517cac0fa91b417baceba4d574c446df.16,28.529803,-81.384575
Center Park Gazebo,7ec080abe68348a38e40efc186772f9a.16,28.553005,-81.272815
Centered,b594e9464a7649eab65ed6f23f7cbba6.16,28.542371,-81.373617
Central Florida Credit Union Clock,ec893bc100dc47278a08e36f9b820363.16,28.513073,-81.374004
Central Park Fountain,26420930a6a64bd3888962e991548d5c.16,28.532454,-81.176779
Centre Fountain ,771e5102d85441c7bca4333fd1a7fa81.16,28.675535,-81.419533
Centro Christiano Nueva Vision Iglesia,48dd30d731264decbeeed62afdb6c3fc.16,28.543777,-81.351567
Centro Cristiano Fe Y Esperanza,adbd7dd66c9346758b67d389a566c2d6.16,28.467274,-81.275015
Centro De Fe Y Adoración,cfa2bf592eaf4807a82c658bab63c435.16,28.471909,-81.366452
Champion Stadium,327e8325fac94d30b9bc91d14a9c342f.16,28.337742,-81.556625
Champions Gate Fountain,b3818749d36a42b99da460368712dd4d.16,28.260726,-81.614549
Characters in Flight,41ca103028364ec0a6131e39dbcb19d1.11,28.370966,-81.519403
Charles H. Morse Park,e0225df0562b4568a52dd4afadf5a6f6.16,28.603078,-81.348745
Cheesy Fish Bar,31035f2f797448ab9c0d271cd009fce3.16,28.804174,-81.331665
Chief Tim Lallathin Memorial ,36d7d7269de44af0aab702fc0b5e1abf.16,28.708399,-81.269551
Children at Play Fountain,6b34977d31ad408b8a548ca785aab63c.16,28.525447,-81.199732
Children of Light Fountain,a4959ad5bf0142efa3047cf7a172cf3d.16,28.598157,-81.366124
Chillin Alligator,42244e1345f147c4bdcf6c9bca7599e3.16,28.540347,-81.381627
Chillin Out Ice Cream,af5993c1d83d4dada0cb62a989306163.16,28.340206,-81.386551
China Buffet Water Tower,4b977d3353224ca582c4039dd5f0d881.16,28.255069,-81.319946
Christ Apolistolic Church,1d66377f710e4be498a5b3d17e6e2e52.16,28.620539,-81.415132
Christ Church Unity,3b06dde49dc24c98a2bde9f466589880.16,28.494731,-81.38673
Christ Church,c20788243b174ae29d8f2c13a0d2bbd7.16,28.700901,-81.348321
